Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 08/04  18:00:00,90.3454118215,7.16992060243,18.304142557,0.0,27.5259009287,37.3340067412,11.5560064163,0.0,0.0,11.5560064163
 08/04  19:00:00,95.0882108544,7.29186097094,18.7154527967,0.0,33.8341110165,33.3544677425,5.77417947965,0.0,0.0,5.77417947965
 08/04  20:00:00,109.865295347,7.47823316044,19.5000058357,0.0,36.5179666069,38.8247702939,5.80471221362,0.0298876844467,0.0,5.77482452917
 08/04  21:00:00,104.355772685,7.50019483523,19.4838181985,0.0,32.965339924,36.8579353714,11.5649515771,0.0,0.0,11.5649515771
 08/04  22:00:00,76.7329970769,7.01939144044,15.888809792,0.0,25.6355707503,20.6438685092,5.77949932726,0.0,0.0,5.77949932726
 08/04  23:00:00,53.4555698788,6.57595207485,12.6075189201,0.0,15.0252895274,11.7056064465,5.76123950148,0.0,0.0,5.76123950148
 08/04  24:00:00,46.7518024081,6.3912607631,11.1141206119,0.0,11.6412384099,10.0650221343,5.7580190687,0.0,0.0,5.7580190687
 08/05  01:00:00,47.1555665537,6.31293031624,10.3973590161,0.0,12.8411359301,10.0650221343,0.02,0.0,0.0,0.02
 08/05  02:00:00,41.712352006,6.20695868246,9.67915416597,0.0,8.25718729233,10.0299323277,0.02,0.0,0.0,0.02
 08/05  03:00:00,41.1348161723,6.1431715177,9.16540293112,0.0,8.25718729233,10.0299323277,5.75295991423,0.0,0.0,5.75295991423
 08/05  04:00:00,42.2696448024,6.09415748981,8.74271344766,0.0,8.25718729233,11.6354268332,0.02,0.0,0.0,0.02
 08/05  05:00:00,46.3505188901,6.06882040783,8.69069999,0.0,8.71707943955,15.3327214929,5.76237844587,0.0,0.0,5.76237844587
 08/05  06:00:00,60.6520771626,6.27132552188,10.2298885932,0.0,18.5082010057,25.6353820695,5.77084810489,0.0,0.0,5.77084810489
 08/05  07:00:00,80.8063893635,6.68679625302,13.6337694118,0.0,19.4083231844,41.0650158608,11.5651384227,0.0,0.0,11.5651384227
 08/05  08:00:00,110.585490596,7.20316882817,19.0200057861,0.0,26.3286599382,57.9988325916,23.4820713876,0.0,0.0,23.4820713876
 08/05  09:00:00,97.5902201112,6.98087918505,21.4006136772,0.0,26.3286599382,42.8504436482,41.4173890555,0.0,18.025,23.3923890555
 08/05  10:00:00,70.9231560563,6.59816705422,19.1100563882,0.0,21.7447113004,23.4437158914,41.3657619941,0.0,18.025,23.3407619941
 08/05  11:00:00,69.2485936462,6.61882281594,19.8764264144,0.0,19.3027497915,23.426170988,35.5085895524,0.0,18.025,17.4835895524
 08/05  12:00:00,69.7997391994,6.65661734694,20.2474536549,0.0,19.1483137236,23.7250123474,35.4791371545,0.0,18.025,17.4541371545
 08/05  13:00:00,71.16219922,6.70056238302,21.4204219499,0.0,19.3027497915,23.7161209604,35.4760402389,0.0,18.025,17.4510402389
 08/05  14:00:00,71.5030328107,6.75534873013,21.7064690932,0.0,19.3027497915,23.7161209604,35.4782707343,0.0,18.025,17.4532707343
 08/05  15:00:00,70.3179653047,6.78240801722,20.7842917997,0.0,19.3027497915,23.426170988,35.477019755,0.0,18.025,17.452019755
 08/05  16:00:00,72.8778085481,6.77469786803,18.9005523222,0.0,19.3027497915,27.8956505705,18.045,0.0,18.025,0.02
 08/05  17:00:00,80.1768419703,6.96000827519,17.3918719268,0.0,18.2229234133,37.5968344597,5.76226112969,0.0,0.0,5.76226112969
 08/05  18:00:00,95.2998032513,7.26078630815,18.2608472659,0.0,32.690315043,37.0816133363,5.76654667096,0.0,0.0,5.76654667096
 08/05  19:00:00,98.2975175506,7.4137365001,19.110104689,0.0,36.8143715336,33.066984531,5.7748446197,0.0,0.0,5.7748446197
 08/05  20:00:00,110.322261307,7.58806765798,20.0684394311,0.0,36.3493007332,38.7721355839,5.77479421722,0.0,0.0,5.77479421722
 08/05  21:00:00,107.635519413,7.54258308404,19.5450468096,0.0,36.1807251679,36.8228455648,5.77483011607,0.0,0.0,5.77483011607
 08/05  22:00:00,82.6096990329,7.10080427004,16.2814311529,0.0,31.0351095914,20.6438685092,11.5639124266,0.0,0.0,11.5639124266
