Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 07/18  01:00:00,104.858776326,0.0,0.0,0.0,43.513341876,39.243024,13.4487883883,0.0,4.83426,8.61452838826
 07/18  02:00:00,104.843523336,0.0,0.0,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/18  03:00:00,104.842147576,0.0,0.0,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/18  04:00:00,107.322110631,0.0,0.0,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/18  05:00:00,103.96121706,0.0,0.0,0.0,43.513341876,39.243024,13.4486191182,0.0,4.83426,8.61435911816
 07/18  06:00:00,502.19284493,70.099553623,338.91375508,0.0,43.513341876,39.942024,4.87162631737,0.017366317372,4.83426,0.02
 07/18  07:00:00,514.033181527,70.099553623,351.122493684,0.0,43.513341876,39.942024,4.85426,0.0,4.83426,0.02
 07/18  08:00:00,661.327977402,70.2516484044,373.65195045,0.0,122.71106,84.617158233,32.8541884495,0.0,24.1713,8.6828884495
 07/18  09:00:00,683.56001293,70.499830206,394.538811174,0.0,122.71106,84.617158233,32.8169572783,0.0,24.1713,8.64565727834
 07/18  10:00:00,701.014613888,70.884255455,407.005204545,0.0,122.71106,88.818015033,44.9025458215,0.0,36.25695,8.64559582151
 07/18  11:00:00,711.023827713,71.4387611519,415.966078371,0.0,122.71106,88.818015033,36.27695,0.0,36.25695,0.02
 07/18  12:00:00,702.92760702,72.1027099584,407.830395382,0.0,122.71106,88.818015033,44.9024844405,0.0,36.25695,8.64553444053
 07/18  13:00:00,702.070293556,72.8263774935,410.658449656,0.0,122.71106,84.617158233,32.8306211833,0.0138479728261,24.1713,8.64547321046
 07/18  14:00:00,707.831873011,73.7446034981,415.828597969,0.0,122.71106,84.617158233,24.1913,0.0,24.1713,0.02
 07/18  15:00:00,698.289041342,74.6673072121,412.11752748,0.0,122.71106,78.0003075165,13.480079652,0.0,4.83426,8.64581965199
 07/18  16:00:00,683.382711268,75.2388981296,401.299453632,0.0,122.71106,73.183824,4.85426,0.0,4.83426,0.02
 07/18  17:00:00,637.686816331,73.8574451462,390.299869693,0.0,122.71106,39.942024,13.4609337782,0.0,4.83426,8.62667377816
 07/18  18:00:00,594.768732615,70.099553623,351.409234474,0.0,122.71106,39.942024,13.4849070328,0.0,4.83426,8.6506470328
 07/18  19:00:00,598.816402225,70.099553623,352.728420835,0.0,122.71106,39.942024,4.85426,0.0,4.83426,0.02
 07/18  20:00:00,532.803507886,70.099553623,351.741804829,0.0,43.513341876,39.942024,13.4934061742,0.0,4.83426,8.65914617424
 07/18  21:00:00,104.85857693,0.0,0.0,0.0,43.513341876,39.243024,13.4933801651,0.0,4.83426,8.65912016513
 07/18  22:00:00,104.904315199,0.0,0.0,0.0,43.513341876,39.243024,13.467085008,0.0,4.83426,8.632825008
 07/18  23:00:00,105.79890559,0.0,0.0,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/18  24:00:00,104.924080915,0.0,0.0,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/19  01:00:00,104.908937894,0.0,0.0,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/19  02:00:00,104.917772718,0.0,0.0,0.0,43.513341876,39.243024,13.4486255844,0.0,4.83426,8.61436558443
 07/19  03:00:00,104.888245964,0.0,0.0,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/19  04:00:00,105.382781193,0.0,0.0,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/19  05:00:00,102.351071069,0.0,0.0,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/19  06:00:00,497.581953261,70.099553623,335.016987911,0.0,43.513341876,39.942024,13.4691668245,0.0204630170025,4.83426,8.61444380754
 07/19  07:00:00,509.119005477,70.099553623,345.330717476,0.0,43.513341876,39.942024,4.85426,0.0,4.83426,0.02
 07/19  08:00:00,643.933304961,70.279646149,355.137520512,0.0,122.71106,84.617158233,32.8536013679,0.0,24.1713,8.68230136789
 07/19  09:00:00,679.255252633,70.5592959249,390.002066203,0.0,122.71106,84.617158233,32.8168016339,0.0,24.1713,8.64550163385
 07/19  10:00:00,723.493275528,71.0687081371,429.350468414,0.0,122.71106,88.818015033,36.27695,0.0,36.25695,0.02
 07/19  11:00:00,732.865311223,71.7294934675,437.064885439,0.0,122.71106,88.818015033,44.9023899383,0.0,36.25695,8.64543993828
 07/19  12:00:00,727.160057307,72.4850284138,431.673405359,0.0,122.71106,88.818015033,44.9023271267,0.0,36.25695,8.64537712666
 07/19  13:00:00,730.019297242,73.3971679841,438.069439179,0.0,122.71106,84.617158233,24.205105856,0.0138058559669,24.1713,0.02
 07/19  14:00:00,721.779262282,74.3727295149,428.997188051,0.0,122.71106,84.617158233,32.8166139658,0.0,24.1713,8.64531396584
 07/19  15:00:00,709.413332868,75.2639365674,422.439017503,0.0,122.71106,78.0003075165,13.478097367,0.0,4.83426,8.64383736703
 07/19  16:00:00,700.814024293,75.9049529278,418.188608301,0.0,122.71106,73.183824,4.85426,0.0,4.83426,0.02
 07/19  17:00:00,668.083131433,74.5576767592,420.181502079,0.0,122.71106,39.942024,13.4616693427,0.0,4.83426,8.62740934275
 07/19  18:00:00,598.450897551,70.099553623,354.784926233,0.0,122.71106,39.942024,4.85426,0.0,4.83426,0.02
 07/19  19:00:00,596.561977118,70.099553623,349.508240746,0.0,122.71106,39.942024,13.4999211749,0.0,4.83426,8.66566117491
 07/19  20:00:00,530.974621681,70.099553623,348.866869201,0.0,43.513341876,39.942024,13.4923997589,0.0,4.83426,8.65813975892
 07/19  21:00:00,105.256094371,0.0,0.0,0.0,43.513341876,39.243024,13.4935725625,0.0,4.83426,8.65931256245
 07/19  22:00:00,104.923432164,0.0,0.0,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/19  23:00:00,105.810045983,0.0,0.0,0.0,43.513341876,39.243024,13.4590050551,0.0,4.83426,8.62474505505
 07/19  24:00:00,104.919772181,0.0,0.0,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/20  01:00:00,104.906729587,0.0,0.0,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/20  02:00:00,104.891105369,0.0,0.0,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/20  03:00:00,104.878620996,0.0,0.0,0.0,43.513341876,39.243024,13.4486737616,0.0,4.83426,8.61441376164
 07/20  04:00:00,105.38063507,0.0,0.0,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/20  05:00:00,105.332206928,0.0,0.0,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/20  06:00:00,506.641717009,70.099553623,343.665487942,0.0,43.513341876,39.942024,4.87478572763,0.0205257276303,4.83426,0.02
 07/20  07:00:00,509.85369293,70.099553623,345.914450882,0.0,43.513341876,39.942024,13.4617822008,0.0,4.83426,8.62752220077
 07/20  08:00:00,644.705484158,70.3008502583,355.573273877,0.0,122.71106,84.617158233,32.8538066304,0.0,24.1713,8.68250663041
 07/20  09:00:00,663.70060913,70.5967929274,374.169337477,0.0,122.71106,84.617158233,32.8166066453,0.0,24.1713,8.64530664532
 07/20  10:00:00,684.296946718,70.9971095139,390.401129619,0.0,122.71106,88.818015033,36.27695,0.0,36.25695,0.02
 07/20  11:00:00,702.36741416,71.5874003225,406.79581426,0.0,122.71106,88.818015033,44.9008494995,0.0,36.25695,8.64389949954
 07/20  12:00:00,713.608652338,72.385734986,418.270817422,0.0,122.71106,88.818015033,36.27695,0.0,36.25695,0.02
 07/20  13:00:00,711.832116561,73.2387985114,419.708835846,0.0,122.71106,84.617158233,32.831392111,0.0141637844647,24.1713,8.64592832651
 07/20  14:00:00,705.495662653,74.2693072932,412.354738935,0.0,122.71106,84.617158233,32.8171614951,0.0,24.1713,8.6458614951
 07/20  15:00:00,682.666841279,75.1784148395,395.384297901,0.0,122.71106,78.0003075165,4.85426,0.0,4.83426,0.02
 07/20  16:00:00,671.375507068,75.6432986214,389.201724003,0.0,122.71106,73.183824,13.461933405,0.0,4.83426,8.62767340502
 07/20  17:00:00,634.967059966,74.115250578,387.484451521,0.0,122.71106,39.942024,4.85426,0.0,4.83426,0.02
 07/20  18:00:00,592.711306877,70.099553623,349.289541604,0.0,122.71106,39.942024,13.4854553651,0.0,4.83426,8.65119536508
 07/20  19:00:00,596.969307434,70.099553623,350.703584028,0.0,122.71106,39.942024,13.501510482,0.0,4.83426,8.66725048196
 07/20  20:00:00,531.290109239,70.099553623,350.064239738,0.0,43.513341876,39.942024,13.4928905157,0.0,4.83426,8.65863051572
 07/20  21:00:00,105.207633706,0.0,0.0,0.0,43.513341876,39.243024,13.4928121033,0.0,4.83426,8.6585521033
 07/20  22:00:00,104.885325205,0.0,0.0,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/20  23:00:00,105.770219841,0.0,0.0,0.0,43.513341876,39.243024,13.4589491561,0.0,4.83426,8.62468915606
 07/20  24:00:00,104.888361829,0.0,0.0,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/21  01:00:00,104.87684468,0.0,0.0,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/21  02:00:00,104.87385866,0.0,0.0,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/21  03:00:00,104.868558965,0.0,0.0,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/21  04:00:00,107.360147143,0.0,0.0,0.0,43.513341876,39.243024,13.4486816292,0.0,4.83426,8.61442162921
 07/21  05:00:00,106.994722838,0.0,0.0,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
