Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 06/01  19:00:00,247.46507468,20.0892486702,0.0641747804605,0.0,41.9242800987,36.8599292233,44.4766188978,33.9718677761,9.34,1.16475112172
 06/01  20:00:00,231.140242967,20.0892486702,0.0198757732999,0.0,34.9369000822,32.3179380704,52.7348381722,44.5423381722,8.1725,0.02
 06/01  21:00:00,166.10333452,20.0892486702,0.0,0.0,13.9747600329,18.6919646116,24.4166850838,18.5821420115,4.67,1.1645430723
 06/01  22:00:00,117.171505792,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 06/01  23:00:00,148.418257547,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49926102966,0.0,2.335,1.16426102966
 06/01  24:00:00,123.521775478,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 06/02  01:00:00,113.238057597,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 06/02  02:00:00,111.761495623,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 06/02  03:00:00,110.842451005,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49922204408,0.0,2.335,1.16422204408
 06/02  04:00:00,135.143628068,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 06/02  05:00:00,131.194541192,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 06/02  06:00:00,166.155009369,20.0892486702,0.0,0.0,13.9747600329,18.6919646116,76.1238843392,70.2896838862,4.67,1.16420045297
 06/02  07:00:00,173.955470785,20.0892486702,0.0,0.0,13.9747600329,18.6919646116,99.5568790322,94.8668790322,4.67,0.02
 06/02  08:00:00,238.479844374,20.0892486702,0.0,0.0,34.9369000822,32.3179380704,90.5872713564,81.2502813617,8.1725,1.16448999471
