Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 08/21  09:00:00,239.418014207,28.7844090101,55.8545883481,0.55848552909,37.1018798503,116.476155989,95.0511688539,85.1254007945,9.90576805939,0.02
 08/21  10:00:00,240.567112934,29.0716147808,57.1026482877,0.171752880425,37.1018798503,116.476155989,96.213099543,77.6830035356,9.90576805939,8.62432794798
 08/21  11:00:00,241.248403053,29.3982146052,57.6256792014,0.00328650862058,37.1018798503,116.476155989,84.8961364566,74.9703683972,9.90576805939,0.02
 08/21  12:00:00,230.7848626,29.7432766936,58.8620230866,0.0,37.1018798503,104.434947198,82.193611295,72.2678432356,9.90576805939,0.02
 08/21  13:00:00,244.382047664,30.1056408922,60.0551385199,0.0,37.1018798503,116.476155989,86.1735834734,67.6423087168,9.90576805939,8.62550669721
 08/21  14:00:00,246.07406854,30.439984046,61.4130395189,0.0,37.1018798503,116.476155989,72.6155758945,62.6898078351,9.90576805939,0.02
 08/21  15:00:00,248.123586417,30.7768200988,63.1258448823,0.0,37.1018798503,116.476155989,66.7072194789,56.7814514195,9.90576805939,0.02
 08/21  16:00:00,246.023565007,30.8634449486,60.9397440835,0.0,37.1018798503,116.476155989,80.2599926376,61.7343220212,9.90576805939,8.61990255699
 08/21  17:00:00,243.427089139,30.798434773,58.4093323155,0.0,37.1018798503,116.476155989,81.6273124342,71.7015443748,9.90576805939,0.02
 08/21  18:00:00,145.630692697,27.3977589326,45.2792687539,0.0,24.7345865669,47.5788473902,64.8069931829,59.8341091532,4.9528840297,0.02
 08/21  19:00:00,153.086753425,27.7946327494,45.2909514259,0.0,24.7345865669,47.5788473902,70.6997656329,65.7268816032,4.9528840297,0.02
 08/21  20:00:00,134.479832586,27.000303884,41.6877933189,0.0,12.3672932834,38.6892022431,84.0984117515,81.1066813336,2.97173041782,0.02
 08/21  21:00:00,100.146582045,17.0734662859,29.1599124485,0.0,12.3672932834,27.0668015668,56.8427197264,53.8509893086,2.97173041782,0.02
 08/21  22:00:00,88.0464080572,20.7134645528,32.6363722595,0.0,4.12243109448,15.9888894789,77.9893115805,74.9975811626,2.97173041782,0.02
 08/21  23:00:00,70.6924774445,14.1619937199,21.983104826,0.0,4.12243109448,15.9888894789,57.3510021576,54.3592717398,2.97173041782,0.02
 08/21  24:00:00,88.8366716231,20.7796224282,33.3604779063,0.0,4.12243109448,15.9888894789,85.3873012373,82.3955708195,2.97173041782,0.02
 08/22  01:00:00,68.4686671322,13.7650464675,20.1562417057,0.0,4.12243109448,15.9888894789,61.3802551488,58.388524731,2.97173041782,0.02
 08/22  02:00:00,87.0435721374,19.919307024,32.4490069528,0.0,4.12243109448,15.9888894789,84.1163738326,81.1246434148,2.97173041782,0.02
 08/22  03:00:00,68.1234057006,13.7650464675,19.8109802103,0.0,4.12243109448,15.9888894789,62.6243412052,59.6326107874,2.97173041782,0.02
 08/22  04:00:00,123.409624952,27.5163353122,43.8501783436,0.0,12.3672932834,24.9413748627,109.409057663,95.8544391563,4.9528840297,8.60173447712
 08/22  05:00:00,130.670868203,27.552661346,47.0509163568,4.02417930238,12.3672932834,24.9413748627,165.236210333,160.263326303,4.9528840297,0.02
 08/22  06:00:00,184.436201647,28.6233406789,53.102151234,1.91878428547,24.7345865669,70.7195625826,126.464192649,116.53842459,9.90576805939,0.02
 08/22  07:00:00,215.524256136,28.9604715179,55.5087085317,0.919269370648,37.1018798503,92.3937384068,99.7155108498,89.7897427904,9.90576805939,0.02
 08/22  08:00:00,228.587197683,29.1845700448,56.7824932637,0.441227483816,37.1018798503,104.434947198,89.1221691745,79.1964011152,9.90576805939,0.02
 08/22  09:00:00,243.905620325,29.5178721081,59.9959463293,0.171279555883,37.1018798503,116.476155989,76.4729252446,66.5471571852,9.90576805939,0.02
 08/22  10:00:00,248.286062242,30.0237957292,64.034805386,0.00634729701744,37.1018798503,116.476155989,69.7702315591,51.2401235401,9.90576805939,8.62433995956
 08/22  11:00:00,249.271312809,30.5187885676,64.5313076333,0.0,37.1018798503,116.476155989,58.379859473,48.4540914136,9.90576805939,0.02
 08/22  12:00:00,237.38328801,30.910554314,64.2931805678,0.0,37.1018798503,104.434947198,60.993480482,51.0677124226,9.90576805939,0.02
 08/22  13:00:00,251.302631715,31.389086241,65.6922583702,0.0,37.1018798503,116.476155989,66.1919976571,47.6623791278,9.90576805939,8.62385046988
 08/22  14:00:00,252.955453644,31.8553123489,66.8791043219,0.0,37.1018798503,116.476155989,54.0521849054,44.126416846,9.90576805939,0.02
 08/22  15:00:00,253.412112685,32.2319615383,66.9592397911,0.0,37.1018798503,116.476155989,53.4291953242,43.5034272648,9.90576805939,0.02
 08/22  16:00:00,253.307654665,32.4506931703,66.6365660464,0.0,37.1018798503,116.476155989,64.1707151756,45.6450567693,9.90576805939,8.61989034694
 08/22  17:00:00,252.45253225,32.4370354465,65.7961770997,0.0,37.1018798503,116.476155989,58.7963642612,48.8705962018,9.90576805939,0.02
 08/22  18:00:00,151.253232615,27.5582956433,50.7412741025,0.0,24.7345865669,47.5788473902,54.9909655031,50.0180814734,4.9528840297,0.02
 08/22  19:00:00,158.769435706,27.4003407499,49.0187613435,0.0,24.7345865669,47.5788473902,63.4706954841,58.4978114544,4.9528840297,0.02
 08/22  20:00:00,142.960970579,27.6968049821,49.4724325933,0.0,12.3672932834,38.6892022431,79.5626710904,76.5709406725,2.97173041782,0.02
 08/22  21:00:00,101.530717317,16.8749926596,30.7425226875,0.0,12.3672932834,27.0668015668,53.8210801679,50.8293497501,2.97173041782,0.02
 08/22  22:00:00,90.9803101573,20.7928540033,35.4908850439,0.0,4.12243109448,15.9888894789,73.2948277558,70.303097338,2.97173041782,0.02
 08/22  23:00:00,75.7809967476,14.8764987744,26.3571192095,0.0,4.12243109448,15.9888894789,52.1661421312,49.1744117134,2.97173041782,0.02
 08/22  24:00:00,89.4818912349,20.581148802,34.2041712795,0.0,4.12243109448,15.9888894789,81.2509596149,78.2592291971,2.97173041782,0.02
 08/23  01:00:00,74.9280620197,14.7971093239,25.5835738714,0.0,4.12243109448,15.9888894789,56.3824982198,53.390767802,2.97173041782,0.02
 08/23  02:00:00,84.4074821163,19.787254297,29.9236565984,0.0,4.12243109448,15.9888894789,87.5052324734,84.5135020556,2.97173041782,0.02
 08/23  03:00:00,72.6524006542,14.0955728207,24.0307621409,0.0,4.12243109448,15.9888894789,56.0670814123,53.0753509945,2.97173041782,0.02
 08/23  04:00:00,120.673821991,27.0796933345,41.5510174268,0.0,12.3672932834,24.9413748627,97.9472081046,92.9743240749,4.9528840297,0.02
 08/23  05:00:00,131.015170163,28.0218938287,47.2154891242,3.73467594884,12.3672932834,24.9413748627,173.601259071,160.04664267,4.9528840297,8.60173237107
 08/23  06:00:00,180.56368366,28.5646497908,49.9280721302,1.27903620587,24.7345865669,70.7195625826,131.563038923,121.637270863,9.90576805939,0.02
